User_ID,Age,Gender,Daily_Usage_Hours,Phone_Usage_Before_Sleep,Anxiety_Without_Phone,Checks_Per_Hour,Impact_On_Daily_Life,Time_Without_Checking_Phone_Min,Smartphone_Addiction
USR_02360,32,Female,6.0,High,High,6,Moderate,136,0
USR_02361,24,Male,7.1,Moderate,High,4,Moderate,100,0
USR_02362,32,Female,6.4,High,High,13,Low,87,1
USR_02363,23,Female,2.8,Moderate,Moderate,8,None,216,0
USR_02364,17,Male,6.1,High,None,10,Moderate,174,-1
USR_02365,28,Male,9.9,High,High,10,Moderate,53,1
USR_02366,18,Male,6.8,High,High,8,Moderate,181,0
USR_02367,31,Female,9.1,High,Low,10,High,121,1
USR_02368,21,Female,7.8,High,Low,9,None,139,0
USR_02369,34,Female,8.5,Low,None,13,Moderate,13,0
USR_02370,22,Female,6.2,Moderate,Moderate,7,High,203,0
USR_02371,25,Female,6.6,Moderate,Moderate,10,Moderate,31,-1
USR_02372,24,Male,6.1,Moderate,High,12,Low,153,0
USR_02373,17,Male,5.5,Moderate,High,13,High,39,1
USR_02374,30,Male,7.1,None,Moderate,6,High,92,1
USR_02375,20,Male,4.4,High,High,8,Moderate,228,1
USR_02376,19,Female,9.6,High,High,9,Low,208,0
USR_02377,19,Female,3.5,High,Low,7,High,219,-1
USR_02378,33,Male,7.3,High,High,5,Low,168,1
USR_02379,19,Female,8.5,High,Low,4,Moderate,97,0
USR_02380,32,Female,5.1,Moderate,High,10,High,71,1
USR_02381,27,Male,3.1,Moderate,Low,11,High,47,0
USR_02382,32,Male,8.0,None,High,4,High,12,1
USR_02383,25,Male,5.9,High,Low,11,None,230,1
USR_02384,16,Male,7.3,High,High,11,None,125,0
USR_02385,33,Female,5.3,None,Moderate,9,High,82,1
USR_02386,33,Male,9.3,Low,Low,15,Moderate,40,1
USR_02387,29,Male,0.8,Moderate,High,11,None,131,0
USR_02388,30,Female,6.3,Moderate,High,14,Moderate,52,1
USR_02389,27,Other,8.5,Low,Low,2,High,178,0
USR_02390,19,Male,5.7,Moderate,Low,9,High,164,0
USR_02391,18,Male,6.2,High,High,6,Low,139,0
USR_02392,27,Male,4.5,Low,High,9,Moderate,78,1
USR_02393,22,Male,5.5,Moderate,High,8,Moderate,144,0
USR_02394,26,Male,1.8,High,High,8,Moderate,59,0
USR_02395,16,Female,3.9,Moderate,None,12,High,236,0
USR_02396,21,Male,3.8,High,Moderate,7,High,27,0
USR_02397,30,Male,7.0,Low,Moderate,9,None,207,0
USR_02398,30,Female,4.2,High,None,6,Low,184,0
USR_02399,34,Male,4.3,Low,Moderate,8,Moderate,17,0
USR_02400,26,Male,4.7,Moderate,Moderate,9,High,208,0
USR_02401,17,Male,3.9,High,High,5,Moderate,203,0
USR_02402,29,Other,6.1,High,Moderate,8,Moderate,57,0
USR_02403,17,Male,6.3,Moderate,Moderate,4,Moderate,67,0
USR_02404,19,Female,7.3,None,High,11,None,78,1
USR_02405,32,Female,6.9,High,High,4,High,203,0
USR_02406,18,Male,6.7,High,High,4,Moderate,55,0
USR_02407,28,Other,4.8,Moderate,High,4,High,190,1
USR_02408,24,Male,4.6,Low,Moderate,5,Moderate,159,0
USR_02409,22,Male,3.6,High,Moderate,6,Moderate,11,0
USR_02410,30,Female,3.5,Moderate,Moderate,4,Moderate,123,0
USR_02411,26,Female,5.9,Moderate,High,6,High,54,1
USR_02412,17,Female,3.9,High,Moderate,7,Moderate,156,0
USR_02413,30,Male,8.7,Moderate,High,8,None,91,1
USR_02414,29,Male,5.4,High,Moderate,9,Moderate,157,0
USR_02415,26,Female,8.8,Low,Low,6,High,48,0
USR_02416,18,Male,6.8,Moderate,High,3,Low,40,0
USR_02417,32,Male,3.8,Moderate,Low,14,High,189,0
USR_02418,27,Male,5.4,High,Low,8,Moderate,101,0
USR_02419,30,Male,1.8,High,High,11,Moderate,169,1
USR_02420,31,Female,5.9,Low,High,3,High,238,0
USR_02421,20,Male,4.0,Moderate,None,8,Moderate,107,0
USR_02422,21,Other,3.1,Moderate,High,9,Low,184,0
USR_02423,34,Male,8.8,Moderate,Low,6,High,129,0
USR_02424,20,Female,7.8,High,Moderate,9,Moderate,195,0
USR_02425,18,Male,7.7,High,High,7,High,11,1
USR_02426,16,Male,7.2,High,High,10,Moderate,98,0
USR_02427,21,Male,2.8,High,Moderate,6,High,192,0
USR_02428,30,Male,4.6,Low,Moderate,6,High,227,0
USR_02429,17,Female,4.8,High,Moderate,7,High,125,0
USR_02430,18,Other,1.7,High,None,1,High,113,0
USR_02431,32,Female,4.3,Low,Low,7,Moderate,41,-1
USR_02432,27,Male,4.3,High,High,8,Moderate,25,0
USR_02433,33,Male,5.8,Moderate,Low,6,Moderate,102,1
USR_02434,30,Male,11.1,High,Low,6,High,50,1
USR_02435,27,Female,5.5,High,None,4,High,25,0
USR_02436,31,Female,5.8,High,Moderate,9,Moderate,236,0
USR_02437,23,Female,4.9,High,Low,4,Low,216,0
USR_02438,29,Male,7.1,Low,Moderate,14,Moderate,102,0
USR_02439,32,Female,3.1,Moderate,High,6,None,76,1
USR_02440,23,Male,9.7,High,None,8,None,100,1
USR_02441,30,Female,5.2,High,High,5,High,56,1
USR_02442,29,Female,4.6,High,High,9,High,226,0
USR_02443,33,Female,7.6,High,Low,7,Low,33,0
USR_02444,22,Female,3.5,High,High,5,High,73,0
USR_02445,18,Male,7.1,Moderate,Low,8,Moderate,226,0
USR_02446,27,Female,8.6,Low,Moderate,6,None,208,0
USR_02447,18,Male,5.0,High,High,10,Moderate,171,0
USR_02448,29,Female,10.0,Moderate,Moderate,7,High,31,1
USR_02449,30,Male,6.9,Low,Low,6,Low,209,0
USR_02450,29,Female,6.9,High,Moderate,7,Moderate,115,0
USR_02451,22,Female,8.5,Low,None,10,None,142,0
USR_02452,32,Female,9.1,Low,Low,6,High,40,-1
USR_02453,27,Female,6.1,High,High,8,Moderate,99,1
USR_02454,19,Female,7.3,None,High,9,Low,20,0
USR_02455,24,Female,8.6,High,None,10,High,235,1
USR_02456,21,Female,2.9,High,Moderate,5,High,168,0
USR_02457,31,Female,1.7,Low,High,11,High,94,1
USR_02458,17,Male,5.4,High,Low,7,Moderate,112,0
USR_02459,23,Other,1.6,High,Low,4,None,88,0
USR_02460,26,Female,4.8,High,Moderate,11,High,166,0
USR_02461,28,Female,6.2,Low,Moderate,5,High,169,0
USR_02462,32,Male,4.9,Low,Moderate,11,Moderate,204,0
USR_02463,23,Male,5.2,Moderate,Moderate,3,High,72,0
USR_02464,33,Female,3.3,None,Low,3,Moderate,63,0
USR_02465,33,Male,7.2,High,None,11,Moderate,161,1
USR_02466,29,Female,3.2,High,Moderate,7,Moderate,35,1
USR_02467,30,Female,0.9,Moderate,Low,6,High,70,1
USR_02468,21,Male,5.0,Low,None,8,High,93,0
USR_02469,26,Female,7.5,High,High,14,Low,234,0
USR_02470,28,Female,5.7,High,High,5,High,7,0
USR_02471,16,Female,2.9,Low,Low,10,Low,238,0
USR_02472,21,Female,5.7,None,High,10,Low,111,0
USR_02473,24,Male,6.5,Moderate,High,5,High,73,0
USR_02474,23,Female,5.7,High,High,13,None,26,0
USR_02475,26,Male,4.9,None,Moderate,11,High,84,0
USR_02476,34,Female,6.6,Low,High,9,Low,205,0
USR_02477,24,Female,1.7,Moderate,High,5,Moderate,57,0
USR_02478,32,Male,3.5,Low,None,13,High,180,0
USR_02479,27,Female,2.6,Low,Moderate,8,None,205,0
USR_02480,29,Female,8.5,None,Moderate,6,None,80,0
USR_02481,30,Male,7.1,Low,High,8,Moderate,179,0
USR_02482,31,Other,5.9,Moderate,Low,5,Moderate,46,1
USR_02483,16,Male,2.3,Moderate,Low,4,None,8,0
USR_02484,25,Male,7.1,Moderate,Moderate,7,Moderate,117,0
USR_02485,23,Female,8.6,Moderate,High,8,High,214,1
USR_02486,33,Female,6.8,Low,Moderate,7,Moderate,214,0
USR_02487,16,Female,5.4,None,Low,6,Low,46,0
USR_02488,17,Female,6.9,Moderate,Moderate,4,Low,175,0
USR_02489,16,Female,6.1,Moderate,Low,7,None,101,0
USR_02490,16,Female,7.5,High,Moderate,8,High,174,1
USR_02491,24,Male,7.5,Moderate,Moderate,13,Moderate,130,0
USR_02492,28,Male,5.0,Moderate,Low,11,High,7,-1
USR_02493,16,Male,4.0,High,High,6,Low,191,0
USR_02494,28,Male,4.6,Moderate,Moderate,3,Moderate,234,0
USR_02495,22,Female,6.7,High,None,3,High,85,0
USR_02496,17,Male,4.8,High,Low,6,Moderate,208,1
USR_02497,21,Male,3.8,Low,High,6,High,143,1
USR_02498,22,Male,5.5,High,High,6,High,85,1
USR_02499,29,Female,7.9,High,Moderate,7,Moderate,167,0
USR_02500,33,Female,5.8,High,Low,7,Low,109,0
USR_02501,30,Female,4.9,High,Moderate,7,High,182,0
USR_02502,17,Female,6.2,Low,Moderate,10,High,195,0
USR_02503,25,Female,5.7,Moderate,High,10,High,128,0
USR_02504,27,Female,1.2,Low,Moderate,10,Moderate,202,1
USR_02505,32,Male,7.0,High,Moderate,4,High,103,1
USR_02506,23,Female,6.4,High,None,5,Low,10,0
USR_02507,26,Female,5.5,High,High,9,None,36,0
USR_02508,18,Female,7.8,Moderate,Low,7,Moderate,15,0
USR_02509,21,Female,8.2,Moderate,Moderate,13,Low,47,1
USR_02510,24,Female,7.3,None,Moderate,4,Moderate,43,0
USR_02511,21,Female,3.6,Moderate,Low,9,High,145,0
USR_02512,24,Female,3.7,Moderate,High,8,High,17,0
USR_02513,22,Male,8.0,Low,High,2,Moderate,43,0
USR_02514,24,Female,1.4,None,Low,4,None,178,0
USR_02515,33,Male,5.2,High,Moderate,9,Low,166,0
USR_02516,27,Female,6.5,High,High,11,None,199,0
USR_02517,23,Female,1.6,Moderate,Moderate,9,None,164,0
USR_02518,23,Male,6.0,Moderate,Moderate,11,High,72,1
USR_02519,33,Female,7.6,None,None,8,High,108,0
USR_02520,30,Male,2.2,Moderate,High,6,Moderate,69,0
USR_02521,22,Female,9.1,High,Low,6,Moderate,205,0
USR_02522,26,Male,3.3,None,High,4,Moderate,117,0
USR_02523,31,Female,6.8,Low,High,7,Low,11,0
USR_02524,19,Male,5.3,High,High,15,Low,223,-1
USR_02525,21,Female,5.7,None,Low,8,Moderate,7,0
USR_02526,18,Male,2.7,High,High,11,High,90,1
USR_02527,24,Female,8.3,High,Low,3,High,212,0
USR_02528,25,Female,6.2,None,Moderate,8,Moderate,204,0
USR_02529,29,Other,9.1,Moderate,None,8,None,201,0
USR_02530,26,Female,2.7,High,Low,5,High,53,0
USR_02531,33,Female,5.1,High,Low,6,Moderate,62,0
USR_02532,27,Male,6.0,Moderate,Low,9,None,226,0
USR_02533,27,Male,5.6,High,Moderate,4,High,32,0
USR_02534,28,Male,7.0,Moderate,Low,7,High,119,0
USR_02535,28,Female,5.1,Moderate,High,7,Moderate,159,1
USR_02536,34,Female,10.2,High,High,11,Moderate,26,0
USR_02537,34,Male,5.6,Moderate,Moderate,10,None,98,0
USR_02538,29,Female,0.5,Low,Moderate,7,High,105,0
USR_02539,19,Female,5.7,Moderate,Moderate,8,Moderate,75,-1
USR_02540,28,Female,8.3,High,Moderate,5,High,118,1
USR_02541,23,Male,3.5,High,High,13,Moderate,226,0
USR_02542,34,Male,3.3,Moderate,Moderate,9,High,17,0
USR_02543,27,Female,3.7,Low,High,4,Low,154,0
USR_02544,33,Female,3.1,High,None,12,Moderate,207,0
USR_02545,21,Male,4.4,High,None,6,Low,9,0
USR_02546,33,Female,7.5,High,None,8,Moderate,26,0
USR_02547,34,Female,8.9,Moderate,High,6,Moderate,211,0
USR_02548,20,Female,0.5,High,Moderate,11,Low,131,0
USR_02549,24,Female,4.7,Low,None,1,High,57,0
USR_02550,18,Male,6.2,High,None,6,High,43,0
USR_02551,25,Male,5.9,Moderate,Low,10,Moderate,41,0
USR_02552,34,Female,9.7,Moderate,Moderate,6,Moderate,35,0
USR_02553,18,Male,1.1,Moderate,Moderate,7,Moderate,66,0
USR_02554,30,Male,0.5,High,Low,6,Moderate,225,0
USR_02555,16,Male,10.0,Moderate,High,12,High,107,0
USR_02556,22,Male,7.2,High,Moderate,8,High,85,0
USR_02557,27,Male,4.2,High,Low,8,High,131,0
USR_02558,32,Male,5.9,Moderate,Moderate,5,None,237,0
USR_02559,20,Male,6.0,Moderate,Moderate,9,Low,10,0
USR_02560,19,Male,4.2,High,Moderate,9,High,109,1
USR_02561,27,Female,5.8,High,None,5,High,85,0
USR_02562,33,Female,6.3,Low,Moderate,5,High,166,0
USR_02563,32,Female,9.9,Low,Low,10,High,91,0
USR_02564,34,Male,7.6,High,Moderate,14,Low,56,0
USR_02565,24,Male,9.3,Moderate,Moderate,9,High,162,0
USR_02566,19,Female,2.5,High,Moderate,5,High,17,0
USR_02567,17,Female,4.7,Moderate,Moderate,8,Moderate,190,0
USR_02568,19,Female,6.0,Low,Moderate,10,High,226,0
USR_02569,17,Male,1.3,High,Moderate,8,Moderate,57,0
USR_02570,30,Female,8.1,Low,High,6,Moderate,152,-1
USR_02571,17,Male,6.9,Moderate,High,3,Moderate,138,0
USR_02572,19,Male,4.7,Moderate,High,14,High,59,0
USR_02573,21,Female,5.1,Moderate,Low,9,Moderate,163,0
USR_02574,22,Female,8.3,None,High,7,Low,63,0
USR_02575,25,Male,3.8,High,High,5,High,151,0
USR_02576,34,Male,8.3,High,High,7,High,202,1
USR_02577,34,Female,4.9,High,Moderate,6,High,102,0
USR_02578,27,Male,7.2,None,High,8,Moderate,160,0
USR_02579,18,Male,5.7,Moderate,Moderate,12,High,145,-1
USR_02580,28,Male,10.4,Moderate,High,7,High,184,0
USR_02581,33,Female,3.5,High,Low,3,High,78,0
USR_02582,23,Male,4.2,Low,None,13,Moderate,65,0
USR_02583,30,Other,2.2,Low,None,11,High,173,0
USR_02584,16,Female,3.1,Moderate,Moderate,6,Low,49,0
USR_02585,18,Other,7.1,High,Moderate,7,Moderate,139,1
USR_02586,23,Female,9.0,High,Moderate,6,Moderate,214,1
USR_02587,19,Male,7.3,Moderate,High,4,Moderate,90,-1
USR_02588,31,Male,5.5,Moderate,Moderate,8,Moderate,18,0
USR_02589,25,Male,3.5,High,High,4,None,40,0
USR_02590,27,Male,7.5,Moderate,Low,12,Low,12,-1
USR_02591,29,Female,3.4,High,High,5,Moderate,16,0
USR_02592,29,Male,2.5,Low,Moderate,9,Low,172,0
USR_02593,17,Male,4.8,Moderate,Moderate,9,Moderate,229,0
USR_02594,20,Male,1.0,High,Moderate,7,High,220,0
USR_02595,20,Female,2.5,Moderate,Low,10,High,110,0
USR_02596,21,Male,9.6,High,Moderate,7,Moderate,235,-1
USR_02597,28,Male,2.1,High,Moderate,4,High,194,0
USR_02598,24,Male,2.9,Low,Moderate,7,High,146,1
USR_02599,30,Female,5.7,High,High,9,High,181,-1
USR_02600,29,Female,5.8,High,Moderate,8,None,55,0
USR_02601,22,Male,5.0,High,None,11,High,194,0
USR_02602,17,Male,1.1,High,None,5,Moderate,9,0
USR_02603,22,Male,7.4,High,Low,7,None,215,0
USR_02604,21,Male,4.5,High,High,13,Moderate,199,0
USR_02605,32,Female,8.2,Moderate,High,7,Moderate,5,0
USR_02606,17,Female,4.1,High,Moderate,13,Low,108,0
USR_02607,18,Male,7.7,Moderate,Low,6,Moderate,109,0
USR_02608,20,Female,8.4,High,Moderate,11,High,105,0
USR_02609,20,Male,4.5,High,Low,10,Low,132,0
USR_02610,16,Female,7.4,High,Moderate,8,High,101,1
USR_02611,23,Female,2.6,Low,High,3,Low,53,0
USR_02612,27,Male,6.1,Moderate,High,10,High,149,1
USR_02613,19,Female,8.2,Low,High,6,Moderate,205,0
USR_02614,28,Male,6.6,High,Moderate,5,Moderate,99,-1
USR_02615,30,Male,10.8,Low,High,11,None,39,0
USR_02616,26,Male,6.8,High,Low,8,Moderate,199,1
USR_02617,25,Male,4.7,High,Moderate,10,None,17,0
USR_02618,18,Female,11.7,Moderate,High,6,Moderate,120,1
USR_02619,29,Female,9.1,High,High,6,Moderate,169,0
USR_02620,31,Female,2.0,None,High,10,Moderate,42,0
USR_02621,25,Female,3.8,High,Low,8,High,82,0
USR_02622,25,Female,3.2,None,Moderate,1,Low,138,0
USR_02623,27,Male,6.9,Moderate,High,16,High,225,-1
USR_02624,24,Female,6.8,Moderate,Low,10,Moderate,67,0
USR_02625,16,Male,6.7,High,Moderate,3,Low,181,0
USR_02626,20,Female,1.9,High,Moderate,7,None,13,0
USR_02627,23,Female,4.1,None,Low,12,Moderate,168,0
USR_02628,26,Male,5.2,High,Low,8,Moderate,27,1
USR_02629,27,Female,1.5,Moderate,Moderate,2,Moderate,83,0
USR_02630,16,Female,3.6,None,Moderate,8,Low,122,-1
USR_02631,26,Female,8.5,High,High,8,None,189,1
USR_02632,20,Male,2.1,Moderate,Low,5,Moderate,182,0
USR_02633,30,Male,8.7,Moderate,Moderate,9,Moderate,63,0
USR_02634,20,Male,7.9,High,Moderate,1,High,118,0
USR_02635,27,Male,4.9,High,Low,9,High,139,0
USR_02636,20,Male,4.1,Moderate,None,8,Low,51,0
USR_02637,32,Female,7.3,High,High,4,None,93,1
USR_02638,32,Male,3.8,Moderate,High,18,Moderate,233,1
USR_02639,27,Female,3.9,High,High,3,None,91,0
USR_02640,30,Female,5.4,None,Low,10,High,79,0
USR_02641,30,Female,0.8,High,High,7,Moderate,188,0
USR_02642,21,Male,2.3,Moderate,High,8,Moderate,140,0
USR_02643,27,Female,4.8,Moderate,High,5,Moderate,40,0
USR_02644,33,Female,6.5,High,High,13,Moderate,174,1
USR_02645,29,Male,3.7,High,High,9,High,43,0
USR_02646,17,Male,5.1,Low,High,11,Moderate,69,0
USR_02647,24,Female,2.0,Low,Moderate,8,Moderate,48,0
USR_02648,20,Male,7.6,High,High,8,Low,81,0
USR_02649,16,Male,6.0,High,High,10,Low,84,0
USR_02650,18,Male,6.2,High,Low,8,High,178,0
USR_02651,21,Male,6.6,High,Low,8,Moderate,145,0
USR_02652,20,Female,5.7,Moderate,High,10,High,41,0
USR_02653,20,Male,4.4,Low,High,9,High,18,1
USR_02654,16,Female,8.0,High,Moderate,9,Moderate,126,1
USR_02655,32,Female,5.8,None,High,7,High,145,0
USR_02656,34,Female,5.1,High,High,8,Moderate,144,0
USR_02657,29,Female,5.5,Moderate,High,14,Moderate,59,0
USR_02658,27,Female,5.4,High,High,6,High,160,1
USR_02659,25,Male,5.1,High,Moderate,10,Moderate,26,0
USR_02660,33,Female,6.5,Moderate,Low,7,High,88,1
USR_02661,26,Female,3.4,High,Low,6,High,151,0
USR_02662,17,Female,3.6,Moderate,Moderate,10,High,207,0
USR_02663,33,Female,6.7,Moderate,Moderate,3,High,162,1
USR_02664,22,Male,5.2,High,Moderate,3,Moderate,186,0
USR_02665,30,Male,7.6,Low,Moderate,9,Moderate,94,1
USR_02666,26,Female,6.4,High,High,10,Moderate,19,0
USR_02667,33,Male,4.3,Moderate,Moderate,7,High,34,0
USR_02668,27,Female,6.8,High,Low,10,High,33,-1
USR_02669,21,Male,8.1,High,High,7,Low,164,0
USR_02670,28,Male,6.5,High,Low,7,High,121,0
USR_02671,31,Male,7.0,Moderate,Moderate,7,Moderate,162,0
USR_02672,33,Male,5.1,Moderate,Moderate,3,High,112,0
USR_02673,25,Female,7.7,High,High,4,None,119,0
USR_02674,23,Male,4.2,High,Moderate,10,High,20,1
USR_02675,33,Other,6.2,High,Low,6,Moderate,168,0
USR_02676,16,Female,11.2,Moderate,Moderate,5,High,86,0
USR_02677,23,Male,6.7,Moderate,High,6,Moderate,237,1
USR_02678,21,Female,4.6,High,High,6,Moderate,180,0
USR_02679,20,Female,4.6,High,Moderate,6,High,235,0
USR_02680,30,Female,5.3,Low,Moderate,6,High,32,1
USR_02681,30,Male,7.4,High,Moderate,6,None,66,0
USR_02682,17,Female,5.8,High,None,14,Low,215,0
USR_02683,16,Female,4.1,High,Moderate,11,Moderate,188,0
USR_02684,26,Male,4.1,High,Moderate,6,Low,60,0
USR_02685,25,Male,5.8,Moderate,High,10,High,79,1
USR_02686,33,Female,5.6,Moderate,High,4,Low,21,0
USR_02687,33,Male,6.5,High,Moderate,10,High,194,0
USR_02688,32,Female,7.5,Moderate,Low,8,Moderate,25,0
USR_02689,23,Male,11.5,High,Moderate,3,Low,169,0
USR_02690,30,Female,2.3,Low,Moderate,3,High,119,0
USR_02691,23,Female,7.0,Moderate,High,7,Moderate,166,0
USR_02692,32,Male,5.7,Moderate,None,10,Moderate,229,0
USR_02693,27,Male,1.4,High,None,10,Moderate,33,1
USR_02694,23,Female,8.2,High,Moderate,8,None,72,0
USR_02695,29,Female,6.4,Moderate,High,9,Low,228,0
USR_02696,19,Female,7.3,Moderate,Moderate,7,High,192,0
USR_02697,16,Male,1.8,High,Low,13,Moderate,15,0
USR_02698,16,Male,5.0,None,Moderate,13,Moderate,222,1
USR_02699,34,Male,3.1,None,Moderate,8,High,86,0
USR_02700,31,Female,10.3,Moderate,High,5,Low,132,0
USR_02701,29,Male,8.0,None,High,11,High,121,0
USR_02702,31,Male,4.0,High,High,13,High,100,1
USR_02703,20,Female,2.1,High,None,9,High,192,0
USR_02704,24,Female,5.9,High,Moderate,5,High,223,0
USR_02705,17,Male,7.9,Moderate,Low,8,High,212,0
USR_02706,33,Male,1.7,High,High,11,Moderate,78,0
USR_02707,21,Female,3.5,None,None,9,Moderate,112,0
USR_02708,24,Female,3.1,High,Low,10,Moderate,166,0
USR_02709,16,Male,7.4,High,High,4,High,165,0
USR_02710,24,Female,4.7,Low,Low,5,Moderate,142,0
USR_02711,31,Female,4.8,High,High,5,Moderate,238,-1
USR_02712,28,Male,5.9,High,High,6,Moderate,64,1
USR_02713,24,Male,3.6,Moderate,High,7,High,30,0
USR_02714,28,Female,2.3,High,None,9,High,110,0
USR_02715,24,Female,8.5,High,None,10,High,29,0
USR_02716,26,Male,8.7,High,High,4,Moderate,6,1
USR_02717,19,Female,5.9,Moderate,Moderate,7,High,94,1
USR_02718,17,Female,6.1,None,Moderate,8,Moderate,88,0
USR_02719,21,Male,8.3,Low,Low,7,Moderate,7,1
USR_02720,29,Female,5.8,High,High,3,None,36,0
USR_02721,19,Female,4.6,High,Moderate,8,Low,5,0
USR_02722,21,Male,5.6,Moderate,Moderate,9,None,28,0
USR_02723,34,Male,8.6,None,High,13,Low,54,0
USR_02724,21,Male,5.6,High,High,9,Moderate,175,0
USR_02725,17,Female,4.0,High,Moderate,15,Low,48,1
USR_02726,33,Other,5.8,Moderate,High,7,Moderate,37,0
USR_02727,28,Male,6.9,None,None,9,Moderate,42,0
USR_02728,24,Female,6.7,High,High,4,Moderate,116,0
USR_02729,34,Female,6.7,High,None,4,Moderate,56,-1
USR_02730,28,Female,3.7,High,High,11,Low,39,0
USR_02731,26,Male,7.2,High,High,6,High,21,0
USR_02732,16,Male,5.6,Moderate,High,9,High,62,1
USR_02733,22,Male,3.9,Moderate,Low,7,Low,52,0
USR_02734,30,Female,7.2,Moderate,Low,2,Moderate,47,0
USR_02735,16,Male,4.5,High,High,5,Low,52,0
USR_02736,27,Female,2.0,High,High,7,None,48,0
USR_02737,22,Male,3.3,High,Moderate,15,High,37,1
USR_02738,30,Male,5.1,High,Moderate,9,High,207,0
USR_02739,34,Female,6.8,Low,Low,6,High,91,0
USR_02740,16,Female,3.6,High,High,9,Low,234,0
USR_02741,32,Male,5.0,High,Moderate,5,High,228,0
USR_02742,32,Male,2.8,High,Low,2,High,87,0
USR_02743,18,Other,7.7,High,None,8,High,208,0
USR_02744,27,Male,9.3,Moderate,Moderate,13,Moderate,224,0
USR_02745,21,Male,9.0,Low,High,9,High,134,1
USR_02746,26,Female,7.6,High,High,3,Low,142,0
USR_02747,18,Male,7.4,Moderate,Moderate,8,Moderate,87,0
USR_02748,23,Male,0.9,High,Moderate,9,Low,160,0
USR_02749,29,Male,5.9,High,Low,7,Moderate,179,1
USR_02750,29,Male,4.4,None,Moderate,12,Moderate,140,0
USR_02751,25,Male,7.4,High,Moderate,6,Moderate,111,0
USR_02752,17,Male,0.5,Moderate,Moderate,6,Moderate,155,0
USR_02753,29,Male,5.9,High,Moderate,9,High,180,0
USR_02754,24,Male,5.0,Moderate,High,9,Low,113,0
USR_02755,18,Female,8.0,Low,High,5,Moderate,226,0
USR_02756,23,Male,8.9,Low,Moderate,11,High,96,0
USR_02757,31,Male,3.5,Low,High,7,High,67,0
USR_02758,17,Female,3.6,Moderate,High,10,High,81,0
USR_02759,21,Female,6.0,High,High,2,High,41,0
USR_02760,27,Male,9.3,Moderate,High,4,Moderate,16,1
USR_02761,20,Female,5.6,Moderate,High,6,High,78,-1
USR_02762,17,Male,2.7,High,Moderate,11,High,119,1
USR_02763,31,Male,4.2,High,Moderate,8,Moderate,85,0
USR_02764,20,Female,5.9,Low,Moderate,8,None,197,0
USR_02765,30,Female,6.0,Moderate,Moderate,7,High,218,0
USR_02766,27,Male,4.0,High,None,14,High,19,0
USR_02767,19,Male,4.1,Low,High,13,Moderate,84,0
USR_02768,30,Female,3.3,High,Moderate,14,Moderate,88,0
USR_02769,26,Male,8.0,High,High,6,Moderate,123,0
USR_02770,31,Female,3.7,Moderate,Moderate,7,Moderate,14,0
USR_02771,21,Male,4.5,High,None,9,Low,46,0
USR_02772,29,Female,4.4,Moderate,Moderate,11,Low,158,0
USR_02773,33,Female,2.0,High,Moderate,12,None,53,0
USR_02774,27,Female,3.6,High,Moderate,3,Moderate,155,0
USR_02775,26,Female,8.2,High,Moderate,6,None,196,0
USR_02776,28,Female,2.8,None,High,10,Low,21,1
USR_02777,26,Male,3.4,High,Moderate,14,Moderate,166,0
USR_02778,31,Male,2.6,High,Moderate,6,Moderate,109,1
USR_02779,30,Male,5.3,High,High,3,None,61,0
USR_02780,30,Female,9.6,High,High,6,None,90,0
USR_02781,19,Female,5.2,High,Low,9,High,136,1
USR_02782,26,Male,5.6,High,High,6,Moderate,203,0
USR_02783,34,Male,3.8,Moderate,High,5,None,73,0
USR_02784,30,Male,5.4,Moderate,Moderate,10,Moderate,99,1
USR_02785,19,Female,8.2,Low,High,7,High,87,0
USR_02786,28,Male,5.8,Moderate,Low,12,High,200,0
USR_02787,34,Female,10.2,High,Moderate,4,Moderate,54,0
USR_02788,17,Other,8.3,High,Low,4,Low,130,0
USR_02789,29,Male,5.3,Moderate,High,10,High,218,0
USR_02790,19,Male,5.3,Moderate,Low,12,Moderate,71,-1
USR_02791,31,Male,9.1,High,Low,5,Low,219,0
USR_02792,29,Male,5.8,None,High,13,High,200,-1
USR_02793,30,Male,8.6,High,High,8,High,92,0
USR_02794,18,Male,9.9,High,Low,2,Low,132,1
USR_02795,23,Female,5.1,High,High,5,None,191,0
USR_02796,31,Male,6.3,None,High,7,High,210,0
USR_02797,25,Female,7.7,Moderate,High,10,Low,117,0
USR_02798,19,Female,7.2,Low,High,9,Moderate,109,0
USR_02799,33,Female,7.2,High,High,10,High,119,0
USR_02800,17,Male,2.6,Moderate,Moderate,6,Low,67,1
USR_02801,32,Female,3.6,High,Moderate,10,Moderate,199,1
USR_02802,28,Male,4.4,Low,High,14,Low,217,0
USR_02803,19,Female,8.2,High,Low,7,High,30,1
USR_02804,26,Female,2.8,High,Moderate,12,Low,132,0
USR_02805,22,Female,8.9,High,None,11,High,5,0
USR_02806,27,Male,7.2,Low,None,8,Moderate,98,0
USR_02807,25,Female,8.0,Moderate,Low,9,Moderate,119,0
USR_02808,22,Male,3.5,High,None,4,High,200,0
USR_02809,28,Male,5.7,High,Moderate,8,Low,210,0
USR_02810,22,Male,6.2,None,Low,4,High,150,0
USR_02811,32,Male,6.1,Low,High,8,Moderate,16,1
USR_02812,25,Male,6.2,Moderate,High,6,Low,170,0
USR_02813,25,Female,4.9,High,Low,6,Moderate,46,0
