log_id,user_id,log_date,screen_time,unlocks,day_type
580383,1534,2025-12-13,8.1,78,Weekend
580384,1339,2026-02-26,6.3,51,Weekday
580385,3330,2026-01-13,3.9,59,Weekday
580386,1592,2026-01-21,4.9,71,Weekday
580387,3178,2026-02-04,8.8,60,Weekday
580388,1103,2025-12-10,2.7,82,Weekday
580389,1251,2026-01-08,5.4,58,Weekday
580390,2755,2026-02-24,8.7,73,Weekday
580391,3072,2026-02-09,15.0,66,Weekday
580392,2212,2026-02-14,3.5,58,Weekend
580393,3250,2026-01-08,6.7,53,Weekday
580394,2531,2026-02-20,8.3,64,Weekday
580395,3099,2026-01-13,5.0,57,Weekday
580396,3016,2026-01-23,5.8,77,Weekday
580397,1467,2026-01-24,6.9,61,Weekend
580398,1757,2026-01-20,8.9,48,Weekday
580399,1790,2025-12-31,4.5,75,Weekday
580400,3044,2026-01-05,4.6,65,Weekday
580401,1914,2025-12-28,5.5,64,Weekend
580402,3167,2026-01-26,8.4,66,Weekday
580403,3040,2026-02-22,9.8,74,Weekend
580404,1256,2025-12-06,5.9,72,Weekend
580405,2216,2026-02-14,7.8,63,Weekend
580406,3180,2026-03-01,4.6,54,Weekend
580407,1184,2026-02-09,7.3,76,Weekday
580408,2173,2026-01-03,5.5,68,Weekend
580409,2450,2026-02-21,6.8,56,Weekend
580410,3305,2026-02-09,9.9,70,Weekday
580411,2414,2025-12-31,8.3,64,Weekday
580412,2903,2026-02-17,1.8,60,Weekday
580413,1276,2026-01-23,4.3,59,Weekday
580414,1119,2026-02-16,9.4,69,Weekday
580415,2959,2025-12-02,6.0,70,Weekday
580416,1584,2025-12-22,10.5,71,Weekday
580417,1250,2025-12-19,5.8,65,Weekday
580418,1114,2025-12-17,2.5,71,Weekday
580419,1944,2025-12-06,6.6,58,Weekend
580420,2419,2026-02-19,5.6,66,Weekday
580421,2515,2025-12-10,4.7,67,Weekday
580422,2635,2026-02-22,4.8,68,Weekend
580423,3185,2025-12-17,3.8,64,Weekday
580424,1624,2026-01-03,7.2,67,Weekend
580425,2808,2026-01-16,8.8,55,Weekday
580426,1259,2025-12-07,5.1,53,Weekend
580427,2328,2026-01-23,7.8,58,Weekday
580428,2519,2026-02-01,6.3,63,Weekend
580429,1611,2026-02-02,6.9,69,Weekday
580430,1615,2026-02-22,7.8,60,Weekend
580431,1825,2025-12-05,7.2,55,Weekday
580432,1763,2026-01-30,8.4,64,Weekday
580433,2445,2025-12-03,2.5,72,Weekday
580434,2053,2026-03-01,12.3,65,Weekend
580435,2324,2026-02-17,3.4,63,Weekday
580436,3417,2025-12-15,9.7,54,Weekday
580437,1924,2026-02-15,4.6,78,Weekend
580438,2755,2025-12-27,7.0,53,Weekend
580439,2173,2025-12-30,11.0,70,Weekday
580440,2744,2026-01-06,7.1,50,Weekday
580441,1639,2026-01-22,9.9,84,Weekday
580442,2552,2026-03-01,6.2,70,Weekend
580443,2904,2025-12-09,3.2,62,Weekday
580444,3172,2026-01-20,6.2,69,Weekday
580445,2614,2025-12-15,9.8,70,Weekday
580446,1159,2026-01-22,11.4,46,Weekday
580447,2179,2025-12-14,0.5,56,Weekend
580448,1394,2026-02-01,8.3,57,Weekend
580449,1843,2026-02-07,5.3,61,Weekend
580450,2906,2025-12-12,7.6,57,Weekday
580451,3418,2025-12-13,4.8,69,Weekend
580452,2190,2026-02-04,5.9,58,Weekday
580453,2779,2026-02-03,7.0,69,Weekday
580454,1323,2026-01-18,4.6,71,Weekend
580455,3237,2025-12-10,8.5,65,Weekday
580456,2682,2026-01-07,6.5,76,Weekday
580457,1511,2025-12-27,9.2,66,Weekend
580458,1284,2026-02-26,4.5,69,Weekday
580459,2845,2025-12-02,7.3,72,Weekday
580460,3286,2026-02-07,8.2,62,Weekend
580461,1681,2025-12-15,7.9,76,Weekday
580462,3493,2026-02-14,6.3,68,Weekend
580463,2222,2026-01-16,6.5,61,Weekday
580464,2222,2026-01-02,9.6,80,Weekday
580465,1020,2026-01-09,8.7,66,Weekday
580466,1264,2026-02-24,7.8,62,Weekday
580467,2521,2025-12-04,0.5,73,Weekday
580468,2839,2026-01-07,8.9,59,Weekday
580469,3388,2025-12-25,2.3,60,Weekday
580470,1270,2025-12-18,6.6,69,Weekday
580471,1588,2026-01-03,7.3,70,Weekend
580472,2632,2026-02-14,9.6,72,Weekend
580473,1378,2026-02-05,9.3,71,Weekday
580474,1942,2026-01-01,8.5,73,Weekday
580475,2567,2025-12-05,7.8,66,Weekday
580476,2712,2025-12-08,11.2,71,Weekday
580477,1406,2026-02-14,3.9,72,Weekend
580478,3443,2026-02-01,10.7,57,Weekend
580479,1854,2025-12-29,9.2,63,Weekday
580480,2153,2026-01-18,7.3,68,Weekend
580481,2690,2025-12-08,6.1,65,Weekday
580482,3225,2026-02-04,4.9,58,Weekday
580483,1414,2026-02-12,6.8,70,Weekday
580484,3479,2026-01-29,5.9,77,Weekday
580485,1068,2026-02-23,8.9,65,Weekday
580486,2066,2026-01-29,9.8,50,Weekday
580487,2790,2025-12-16,1.6,62,Weekday
580488,1193,2026-02-06,9.0,64,Weekday
580489,1798,2026-01-11,7.5,65,Weekend
580490,2086,2026-01-06,9.5,57,Weekday
580491,3331,2025-12-17,10.1,57,Weekday
580492,1392,2026-02-05,6.9,59,Weekday
580493,2632,2026-02-01,3.9,64,Weekend
580494,1027,2026-02-17,4.2,59,Weekday
580495,2937,2026-01-17,4.4,72,Weekend
580496,1984,2026-01-02,8.4,65,Weekday
580497,1808,2026-02-25,4.3,52,Weekday
580498,2225,2026-02-17,0.5,70,Weekday
580499,2224,2026-02-23,11.1,63,Weekday
580500,1372,2026-02-21,6.9,70,Weekend
580501,3376,2025-12-26,11.3,68,Weekday
580502,3414,2026-01-27,6.6,61,Weekday
580503,2202,2025-12-24,12.3,75,Weekday
580504,3174,2026-02-09,8.9,60,Weekday
580505,1143,2025-12-17,6.4,65,Weekday
580506,1192,2026-01-01,2.9,76,Weekday
580507,1468,2026-01-15,9.2,67,Weekday
580508,2265,2026-02-22,3.8,75,Weekend
580509,2444,2026-01-12,8.3,65,Weekday
580510,2702,2026-01-02,5.8,52,Weekday
580511,1576,2026-01-07,5.8,73,Weekday
580512,1432,2026-01-16,7.8,63,Weekday
580513,3094,2026-01-13,10.5,62,Weekday
580514,2447,2026-02-24,7.1,71,Weekday
580515,2421,2026-02-08,6.0,52,Weekend
580516,3343,2025-12-30,10.8,64,Weekday
580517,1303,2026-01-27,14.4,58,Weekday
580518,3283,2025-12-28,5.4,72,Weekend
580519,3463,2025-12-20,8.8,66,Weekend
580520,2830,2026-02-05,5.5,77,Weekday
580521,3461,2026-02-28,9.0,74,Weekend
580522,1554,2025-12-19,7.8,54,Weekday
580523,2462,2026-01-13,10.1,60,Weekday
580524,2101,2026-02-06,7.5,67,Weekday
580525,3155,2025-12-31,12.0,66,Weekday
580526,1386,2026-01-26,6.0,64,Weekday
580527,3054,2026-02-10,6.8,66,Weekday
580528,2593,2025-12-03,2.4,62,Weekday
580529,2417,2025-12-24,2.9,59,Weekday
580530,1521,2026-01-04,6.1,58,Weekend
580531,3081,2026-01-03,8.8,60,Weekend
580532,2745,2026-01-25,4.3,76,Weekend
580533,3201,2026-02-17,4.2,67,Weekday
580534,1827,2026-01-25,5.0,56,Weekend
580535,2153,2026-02-20,6.6,64,Weekday
580536,3037,2026-02-14,8.2,55,Weekend
580537,1556,2026-01-14,5.7,53,Weekday
580538,1004,2026-01-09,3.7,76,Weekday
580539,3073,2025-12-20,8.9,61,Weekend
580540,2358,2025-12-04,4.4,50,Weekday
580541,2817,2025-12-19,7.1,74,Weekday
580542,1726,2026-02-16,11.3,70,Weekday
580543,2620,2026-02-08,4.1,66,Weekend
580544,2426,2026-02-15,9.6,53,Weekend
580545,2521,2026-01-19,6.5,70,Weekday
580546,2801,2025-12-24,3.3,60,Weekday
580547,1041,2026-02-22,7.2,49,Weekend
580548,2378,2026-02-21,6.3,59,Weekend
580549,1499,2025-12-21,5.2,62,Weekend
580550,1249,2025-12-15,8.8,59,Weekday
580551,1330,2026-01-09,11.8,76,Weekday
580552,2872,2025-12-31,6.8,78,Weekday
580553,2386,2026-02-03,0.5,67,Weekday
580554,2443,2026-02-01,7.2,68,Weekend
580555,1239,2025-12-24,3.9,69,Weekday
580556,2473,2025-12-17,1.2,66,Weekday
580557,1799,2026-01-31,5.2,53,Weekend
580558,2090,2026-02-04,3.4,46,Weekday
580559,2911,2026-02-16,9.5,65,Weekday
580560,2214,2026-01-01,10.5,79,Weekday
580561,3417,2026-02-08,13.3,64,Weekend
580562,3326,2026-01-19,7.4,58,Weekday
580563,3097,2026-01-13,7.9,63,Weekday
580564,2732,2026-02-14,6.9,52,Weekend
580565,1171,2026-02-18,5.7,67,Weekday
580566,2021,2026-01-30,7.1,73,Weekday
580567,2700,2026-01-16,4.1,75,Weekday
580568,3065,2025-12-16,3.9,72,Weekday
580569,2412,2026-01-19,2.2,62,Weekday
580570,1610,2026-01-23,6.3,64,Weekday
580571,2653,2025-12-06,10.9,64,Weekend
580572,2269,2025-12-08,8.9,64,Weekday
580573,3143,2025-12-22,0.5,62,Weekday
580574,3336,2026-01-14,8.8,62,Weekday
580575,1215,2026-02-27,8.0,77,Weekday
580576,2690,2026-02-04,4.6,66,Weekday
580577,3129,2026-02-01,10.2,66,Weekend
580578,2626,2026-01-17,6.3,67,Weekend
580579,1632,2025-12-30,9.9,67,Weekday
580580,1458,2026-02-02,4.7,68,Weekday
580581,1258,2025-12-25,7.3,66,Weekday
580582,1678,2026-01-18,5.2,66,Weekend
580583,1789,2025-12-06,6.1,61,Weekend
580584,2293,2026-02-26,8.3,75,Weekday
580585,1466,2025-12-23,8.6,60,Weekday
580586,2845,2025-12-02,7.3,47,Weekday
580587,3472,2025-12-29,5.2,55,Weekday
580588,1428,2026-02-09,5.5,56,Weekday
580589,2936,2026-02-16,10.4,65,Weekday
580590,2467,2025-12-02,7.0,65,Weekday
580591,2394,2026-02-17,5.4,65,Weekday
580592,1265,2026-01-07,13.5,57,Weekday
580593,1221,2026-01-08,8.5,74,Weekday
580594,2380,2025-12-10,3.5,59,Weekday
580595,3184,2026-01-04,0.5,56,Weekend
580596,1148,2026-01-13,5.7,77,Weekday
580597,1126,2026-01-30,8.6,56,Weekday
580598,2263,2026-02-23,7.0,71,Weekday
580599,3326,2026-01-23,6.9,60,Weekday
580600,2630,2026-01-18,5.4,69,Weekend
580601,2401,2026-01-03,7.2,63,Weekend
580602,2424,2026-01-15,7.5,52,Weekday
580603,2383,2026-02-24,4.7,55,Weekday
580604,3486,2025-12-27,4.3,52,Weekend
580605,3485,2025-12-10,9.2,69,Weekday
580606,1096,2026-01-30,8.1,61,Weekday
580607,1142,2025-12-07,8.1,56,Weekend
580608,2247,2026-01-09,1.3,71,Weekday
580609,1314,2025-12-20,4.6,67,Weekend
580610,3018,2026-01-14,3.4,69,Weekday
580611,3076,2025-12-29,10.8,72,Weekday
580612,2052,2025-12-04,0.9,58,Weekday
580613,2368,2025-12-15,6.4,66,Weekday
580614,1762,2025-12-16,6.8,66,Weekday
580615,1731,2025-12-28,9.0,67,Weekend
580616,3228,2025-12-31,8.6,62,Weekday
580617,1421,2026-02-24,13.0,57,Weekday
580618,3454,2026-02-26,9.7,65,Weekday
580619,2146,2025-12-10,8.5,68,Weekday
580620,2401,2026-02-10,10.7,56,Weekday
580621,2362,2026-01-15,8.3,70,Weekday
580622,2179,2026-01-30,5.2,61,Weekday
580623,1274,2026-02-01,4.8,61,Weekend
580624,1352,2026-02-04,7.7,62,Weekday
580625,2243,2026-02-27,5.3,68,Weekday
580626,3462,2025-12-18,9.0,60,Weekday
580627,2890,2026-01-19,6.9,67,Weekday
580628,1388,2025-12-02,5.6,79,Weekday
580629,1123,2026-02-07,10.8,69,Weekend
580630,2312,2025-12-31,9.7,73,Weekday
580631,2183,2026-01-12,10.5,61,Weekday
580632,2405,2025-12-11,4.2,62,Weekday
580633,1111,2026-01-05,15.0,65,Weekday
580634,3031,2025-12-23,3.6,67,Weekday
580635,2978,2025-12-20,7.5,56,Weekend
580636,2672,2026-01-01,5.4,62,Weekday
580637,3408,2025-12-03,7.9,66,Weekday
580638,1046,2026-01-31,10.7,72,Weekend
580639,3385,2026-01-07,5.4,67,Weekday
580640,2296,2026-01-23,2.2,56,Weekday
580641,1054,2026-01-03,5.9,65,Weekend
580642,3314,2026-02-17,5.5,55,Weekday
580643,1544,2025-12-26,7.8,64,Weekday
580644,2989,2025-12-17,1.6,57,Weekday
580645,2343,2025-12-27,9.8,59,Weekend
580646,3321,2026-01-30,5.8,52,Weekday
580647,3381,2025-12-22,7.3,52,Weekday
580648,3195,2025-12-15,10.1,68,Weekday
580649,3360,2026-02-15,4.5,63,Weekend
580650,2233,2026-01-11,3.6,68,Weekend
580651,1922,2026-01-26,6.3,65,Weekday
580652,3321,2026-01-20,7.6,72,Weekday
580653,1144,2026-01-08,9.4,82,Weekday
580654,2851,2026-02-23,8.2,70,Weekday
580655,1600,2025-12-31,6.6,65,Weekday
580656,1772,2026-02-23,9.9,67,Weekday
580657,2925,2026-01-26,6.6,71,Weekday
580658,3421,2025-12-09,2.2,63,Weekday
580659,2379,2025-12-11,5.6,51,Weekday
580660,1736,2025-12-27,8.3,64,Weekend
580661,1782,2026-01-16,3.4,49,Weekday
580662,1997,2025-12-05,7.6,68,Weekday
580663,3214,2025-12-05,5.4,48,Weekday
580664,1343,2026-02-01,9.2,53,Weekend
580665,2308,2026-02-25,8.2,67,Weekday
580666,2377,2026-02-27,5.7,69,Weekday
580667,2812,2026-01-17,7.3,63,Weekend
580668,2672,2025-12-21,2.3,64,Weekend
580669,2730,2026-01-15,12.8,58,Weekday
580670,3219,2026-01-22,4.3,61,Weekday
580671,1189,2026-02-02,5.7,63,Weekday
580672,3160,2026-01-08,12.3,70,Weekday
580673,1494,2026-01-27,5.9,62,Weekday
580674,3493,2026-02-05,8.7,62,Weekday
580675,1432,2025-12-18,5.6,60,Weekday
580676,2190,2026-01-06,14.8,40,Weekday
580677,1680,2026-02-21,7.9,72,Weekend
580678,1305,2025-12-25,4.5,65,Weekday
580679,1993,2025-12-05,5.5,57,Weekday
580680,2552,2026-01-29,5.5,64,Weekday
580681,2401,2025-12-29,9.9,79,Weekday
580682,1205,2025-12-28,5.2,79,Weekend
580683,2776,2026-02-17,4.1,68,Weekday
580684,2866,2025-12-10,2.1,61,Weekday
580685,3487,2025-12-05,5.0,75,Weekday
580686,1768,2025-12-11,10.2,71,Weekday
580687,1192,2025-12-16,7.6,68,Weekday
580688,2678,2026-01-27,6.7,63,Weekday
580689,1011,2025-12-04,12.1,50,Weekday
580690,1940,2026-01-10,9.6,74,Weekend
580691,1214,2026-02-10,8.2,61,Weekday
580692,1673,2026-02-27,3.2,67,Weekday
580693,1784,2026-01-05,8.4,71,Weekday
580694,1717,2026-02-15,3.9,55,Weekend
580695,3387,2026-01-12,7.0,62,Weekday
580696,2387,2026-02-20,3.0,59,Weekday
580697,1710,2026-02-11,7.0,54,Weekday
580698,1320,2026-01-06,7.6,59,Weekday
580699,2655,2026-02-14,2.7,59,Weekend
580700,3287,2026-01-08,3.6,66,Weekday
580701,1014,2025-12-31,7.8,61,Weekday
580702,1876,2026-02-03,9.8,61,Weekday
580703,2189,2025-12-28,7.0,57,Weekend
580704,2377,2025-12-07,5.3,69,Weekend
580705,1169,2025-12-24,3.5,61,Weekday
580706,1725,2025-12-28,3.2,75,Weekend
580707,1690,2025-12-26,6.4,64,Weekday
580708,1077,2026-02-20,7.7,48,Weekday
580709,1738,2025-12-23,5.4,67,Weekday
580710,1207,2025-12-23,6.7,70,Weekday
580711,1914,2026-01-16,13.5,77,Weekday
580712,3078,2026-02-02,5.5,54,Weekday
580713,1193,2026-01-19,7.0,77,Weekday
580714,3207,2026-01-29,9.3,60,Weekday
580715,1099,2026-01-21,3.6,61,Weekday
580716,2527,2026-02-28,6.4,43,Weekend
580717,3250,2025-12-28,6.7,59,Weekend
580718,3055,2025-12-13,6.7,65,Weekend
580719,1708,2026-02-09,4.4,63,Weekday
580720,3350,2026-01-19,8.2,67,Weekday
580721,1007,2026-02-19,4.2,71,Weekday
580722,2697,2026-01-31,10.5,75,Weekend
580723,2795,2026-01-17,3.6,74,Weekend
580724,1803,2026-02-24,9.2,73,Weekday
580725,1152,2026-03-01,1.2,55,Weekend
580726,2824,2026-02-24,3.0,53,Weekday
580727,2416,2025-12-07,10.4,68,Weekend
580728,2705,2026-01-04,5.5,57,Weekend
580729,2333,2025-12-18,5.6,62,Weekday
580730,1396,2025-12-19,8.4,52,Weekday
580731,3026,2026-02-20,4.0,64,Weekday
580732,2529,2026-02-14,3.1,60,Weekend
580733,1689,2026-01-11,5.9,66,Weekend
580734,2067,2025-12-02,4.6,63,Weekday
580735,2335,2025-12-26,7.8,67,Weekday
580736,2077,2026-01-17,1.8,53,Weekend
580737,2720,2026-01-22,8.7,69,Weekday
580738,1651,2025-12-16,7.6,69,Weekday
580739,1348,2026-01-05,3.0,69,Weekday
580740,2407,2026-02-15,8.6,73,Weekend
580741,2210,2025-12-23,9.9,54,Weekday
580742,3368,2026-01-18,8.4,61,Weekend
580743,2375,2026-02-26,9.6,69,Weekday
580744,1455,2026-02-03,7.2,62,Weekday
580745,1292,2026-01-15,5.9,68,Weekday
580746,1158,2026-02-05,2.0,62,Weekday
580747,2502,2026-01-21,7.3,61,Weekday
580748,1024,2026-01-18,6.0,61,Weekend
580749,1817,2026-01-15,7.2,71,Weekday
580750,3279,2026-02-02,8.4,55,Weekday
580751,2644,2026-02-08,7.5,59,Weekend
580752,2543,2026-01-05,4.3,63,Weekday
580753,2656,2025-12-02,2.5,55,Weekday
580754,1418,2025-12-18,10.0,52,Weekday
580755,1369,2025-12-23,4.9,68,Weekday
580756,2515,2025-12-03,10.1,71,Weekday
580757,2812,2026-01-25,10.8,60,Weekend
580758,2096,2026-02-04,7.4,78,Weekday
580759,3199,2025-12-30,5.9,67,Weekday
580760,3479,2026-02-19,6.2,66,Weekday
580761,1256,2026-01-17,9.6,74,Weekend
580762,1327,2026-02-27,6.8,56,Weekday
580763,1253,2026-01-27,12.4,67,Weekday
580764,2933,2026-01-21,8.1,78,Weekday
580765,1653,2026-01-04,5.5,84,Weekend
580766,2712,2026-01-14,7.7,58,Weekday
580767,1121,2026-02-10,4.7,80,Weekday
580768,1032,2025-12-19,4.3,48,Weekday
580769,2283,2026-02-14,10.3,75,Weekend
580770,2176,2025-12-24,7.4,69,Weekday
580771,2268,2026-01-14,6.5,83,Weekday
580772,2164,2026-02-16,6.0,69,Weekday
580773,1630,2026-02-17,6.2,57,Weekday
580774,2816,2025-12-19,6.7,63,Weekday
580775,1229,2025-12-03,4.7,60,Weekday
580776,1200,2026-01-15,6.9,53,Weekday
580777,1554,2025-12-03,7.9,72,Weekday
580778,2189,2026-02-07,4.0,71,Weekend
580779,2012,2026-02-20,8.6,62,Weekday
580780,2628,2026-02-17,6.3,74,Weekday
580781,1950,2025-12-23,4.3,72,Weekday
580782,1817,2026-02-19,3.1,62,Weekday
580783,1845,2026-02-02,6.8,69,Weekday
580784,1229,2026-02-12,7.1,67,Weekday
580785,3337,2026-02-18,9.0,63,Weekday
580786,1920,2025-12-04,9.5,63,Weekday
580787,3473,2025-12-05,10.1,66,Weekday
580788,2627,2026-01-05,6.2,80,Weekday
580789,1758,2026-01-12,5.8,60,Weekday
580790,1998,2025-12-11,3.7,70,Weekday
580791,2700,2026-01-30,7.7,46,Weekday
580792,2774,2025-12-12,12.6,62,Weekday
580793,1065,2026-02-18,4.7,68,Weekday
580794,1852,2026-01-06,10.1,64,Weekday
580795,3002,2025-12-19,8.8,71,Weekday
580796,3279,2025-12-19,5.7,81,Weekday
580797,1926,2025-12-29,7.5,76,Weekday
580798,1665,2025-12-10,0.5,62,Weekday
580799,2945,2026-01-01,3.0,60,Weekday
580800,2150,2026-02-20,7.8,74,Weekday
580801,1124,2026-02-24,4.3,59,Weekday
580802,2886,2026-01-20,5.3,74,Weekday
580803,1367,2026-02-20,1.4,58,Weekday
580804,2102,2026-02-05,15.0,68,Weekday
580805,3057,2025-12-12,2.1,64,Weekday
580806,1921,2025-12-24,9.4,81,Weekday
580807,1136,2026-02-23,2.1,67,Weekday
580808,1180,2026-02-22,8.0,65,Weekend
580809,2477,2026-02-15,6.2,55,Weekend
580810,3133,2025-12-05,3.9,68,Weekday
580811,1719,2026-02-22,6.7,73,Weekend
580812,1213,2026-02-25,11.5,79,Weekday
580813,2190,2025-12-17,6.6,52,Weekday
580814,2340,2025-12-13,5.7,64,Weekend
580815,1051,2026-01-14,6.4,75,Weekday
580816,3243,2026-01-13,6.0,64,Weekday
580817,2731,2026-01-10,5.6,88,Weekend
580818,1712,2026-02-22,12.6,60,Weekend
580819,3253,2026-01-16,10.2,67,Weekday
580820,1681,2026-01-11,8.7,53,Weekend
580821,2266,2026-01-20,10.6,70,Weekday
580822,1586,2025-12-08,6.8,70,Weekday
580823,2410,2026-01-13,6.3,64,Weekday
580824,2932,2026-02-05,3.8,59,Weekday
580825,1363,2025-12-19,6.1,47,Weekday
580826,2932,2025-12-15,10.0,77,Weekday
580827,1376,2025-12-05,2.7,68,Weekday
580828,3327,2025-12-19,9.8,57,Weekday
580829,2683,2026-02-22,6.7,72,Weekend
580830,2097,2026-01-26,6.5,61,Weekday
580831,1726,2026-01-04,5.4,57,Weekend
580832,1499,2026-02-18,3.3,60,Weekday
580833,2513,2025-12-13,4.8,61,Weekend
580834,2120,2026-02-23,0.5,76,Weekday
580835,2974,2026-02-26,11.1,71,Weekday
580836,2058,2025-12-27,7.3,74,Weekend
580837,1589,2026-02-05,9.9,67,Weekday
580838,2524,2025-12-04,8.8,76,Weekday
580839,1847,2026-02-24,12.6,71,Weekday
580840,2106,2026-01-07,8.2,57,Weekday
580841,1928,2026-01-25,2.9,68,Weekend
580842,2799,2025-12-20,9.6,64,Weekend
580843,1595,2026-01-06,8.3,59,Weekday
580844,3260,2026-01-26,6.8,59,Weekday
580845,2271,2026-01-20,6.6,75,Weekday
580846,1596,2026-02-05,4.5,80,Weekday
580847,3168,2025-12-15,8.1,68,Weekday
580848,1424,2026-02-26,6.9,67,Weekday
580849,3484,2026-01-20,7.6,70,Weekday
580850,1714,2026-01-21,5.7,46,Weekday
580851,3447,2026-02-04,8.0,78,Weekday
580852,2672,2025-12-04,8.4,57,Weekday
580853,3288,2026-01-21,7.2,60,Weekday
580854,2631,2025-12-17,8.6,69,Weekday
580855,2902,2026-01-03,6.2,58,Weekend
580856,2686,2026-02-21,4.8,73,Weekend
580857,1430,2026-01-14,1.3,60,Weekday
580858,1694,2026-02-28,8.4,47,Weekend
580859,1118,2026-01-31,12.5,78,Weekend
580860,2929,2026-03-01,5.4,72,Weekend
580861,2598,2026-01-20,5.0,59,Weekday
580862,2643,2026-01-12,4.0,79,Weekday
580863,1489,2026-02-27,8.2,53,Weekday
580864,3461,2026-01-04,5.3,67,Weekend
580865,1540,2026-01-26,5.6,57,Weekday
580866,2461,2026-01-17,5.9,54,Weekend
580867,2266,2025-12-20,8.7,44,Weekend
580868,2274,2026-02-05,0.8,83,Weekday
580869,1282,2026-01-07,11.2,79,Weekday
580870,2523,2025-12-15,10.2,61,Weekday
580871,2057,2025-12-10,9.4,72,Weekday
580872,1755,2025-12-20,7.3,67,Weekend
580873,1845,2026-02-21,4.9,65,Weekend
580874,2652,2026-01-13,5.7,72,Weekday
580875,1072,2026-01-09,13.0,63,Weekday
580876,2324,2026-01-24,7.5,80,Weekend
580877,3030,2026-01-20,8.3,74,Weekday
580878,2031,2026-01-14,8.1,73,Weekday
580879,2926,2026-01-16,1.4,75,Weekday
580880,2547,2026-02-23,5.3,70,Weekday
580881,1924,2026-01-16,4.9,63,Weekday
580882,1182,2026-02-20,13.4,77,Weekday
580883,2291,2026-01-08,4.5,59,Weekday
580884,3131,2025-12-26,1.1,49,Weekday
580885,3223,2026-01-13,5.9,71,Weekday
580886,1300,2025-12-08,2.3,73,Weekday
580887,2049,2026-01-02,6.3,74,Weekday
580888,1106,2026-01-26,6.9,56,Weekday
580889,1795,2026-02-17,0.5,55,Weekday
580890,3486,2026-01-06,11.6,81,Weekday
580891,1743,2025-12-12,5.9,61,Weekday
580892,2608,2026-01-03,10.5,52,Weekend
580893,1001,2026-01-20,7.4,83,Weekday
580894,1539,2025-12-17,3.4,79,Weekday
580895,3380,2026-02-06,10.5,56,Weekday
580896,1180,2026-01-12,1.4,80,Weekday
580897,1173,2025-12-11,9.6,65,Weekday
580898,1380,2025-12-08,3.7,65,Weekday
580899,3381,2026-01-28,8.9,62,Weekday
580900,3370,2026-01-17,9.6,65,Weekend
580901,2993,2026-01-30,6.2,64,Weekday
580902,2509,2025-12-21,5.5,70,Weekend
580903,2221,2025-12-06,6.6,73,Weekend
580904,2939,2026-02-23,5.3,60,Weekday
580905,1546,2026-02-01,9.7,63,Weekend
580906,1938,2026-02-13,7.0,63,Weekday
580907,1275,2026-02-08,7.7,70,Weekend
580908,2648,2026-01-08,5.5,70,Weekday
580909,1055,2025-12-05,11.2,46,Weekday
580910,3050,2026-01-26,5.5,65,Weekday
580911,1835,2025-12-18,7.2,71,Weekday
580912,3109,2026-01-12,9.3,75,Weekday
580913,2596,2026-01-30,5.8,62,Weekday
580914,2502,2025-12-27,7.7,52,Weekend
580915,2721,2026-02-20,8.5,63,Weekday
580916,2052,2026-01-16,7.8,66,Weekday
580917,1421,2025-12-31,7.8,62,Weekday
580918,2786,2025-12-06,10.1,62,Weekend
580919,2879,2026-02-12,8.8,87,Weekday
580920,2493,2025-12-17,7.0,56,Weekday
580921,2832,2026-02-01,6.1,73,Weekend
580922,1211,2026-01-10,10.6,74,Weekend
580923,1109,2025-12-23,8.9,56,Weekday
580924,3469,2025-12-14,11.0,55,Weekend
580925,2391,2025-12-03,6.2,62,Weekday
580926,2713,2026-02-01,10.3,57,Weekend
580927,2384,2026-01-23,3.6,60,Weekday
580928,3438,2025-12-14,8.0,66,Weekend
580929,2943,2026-01-30,9.2,53,Weekday
580930,2022,2026-02-24,6.7,69,Weekday
580931,2124,2026-01-19,12.6,74,Weekday
580932,2453,2026-01-09,10.1,67,Weekday
580933,1461,2026-02-25,7.7,66,Weekday
580934,1834,2026-01-12,6.4,57,Weekday
580935,1358,2026-02-28,8.8,62,Weekend
580936,1220,2026-01-23,3.2,68,Weekday
580937,1335,2025-12-04,9.9,57,Weekday
580938,1852,2026-02-27,10.3,75,Weekday
580939,2109,2025-12-19,8.8,68,Weekday
580940,1342,2026-01-07,9.1,71,Weekday
580941,1895,2026-01-06,7.5,63,Weekday
580942,1881,2026-01-18,1.2,60,Weekend
580943,2315,2026-03-01,3.9,63,Weekend
580944,3019,2026-01-01,2.9,61,Weekday
580945,2284,2026-02-19,6.7,61,Weekday
580946,1217,2026-02-13,10.5,68,Weekday
580947,1003,2025-12-02,4.8,67,Weekday
580948,1535,2026-01-27,3.5,65,Weekday
580949,1362,2026-02-12,4.7,79,Weekday
580950,2805,2026-01-29,2.7,48,Weekday
580951,2547,2026-01-07,5.3,69,Weekday
580952,2617,2025-12-15,5.2,57,Weekday
580953,3184,2025-12-03,4.7,64,Weekday
580954,2522,2025-12-04,13.2,59,Weekday
580955,1165,2026-01-20,7.4,66,Weekday
580956,3222,2025-12-28,6.2,75,Weekend
580957,1950,2025-12-07,6.8,50,Weekend
580958,1897,2026-01-07,9.8,55,Weekday
580959,2404,2025-12-14,6.9,69,Weekend
580960,1367,2025-12-17,12.9,60,Weekday
580961,1237,2026-01-23,7.7,66,Weekday
580962,1338,2025-12-02,8.4,73,Weekday
580963,3193,2026-02-27,7.5,68,Weekday
580964,1065,2026-01-13,5.2,64,Weekday
